EmployeeNumber,Attrition,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
524,0,31,480,7,2,2,0,31,3,2,1,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
525,0,43,313,21,3,4,1,61,3,1,4,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
526,0,43,1473,8,4,3,0,74,3,2,3,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
527,0,25,891,4,2,2,0,99,2,2,4,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
529,0,37,1063,25,5,2,0,72,3,2,3,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
530,0,31,329,1,2,4,1,98,2,1,1,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
531,0,39,1218,1,1,2,1,52,3,5,3,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
532,0,56,906,6,3,3,0,86,4,4,1,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
533,0,30,1082,12,3,2,0,83,3,2,3,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
534,0,41,645,1,3,2,1,49,4,3,1,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
536,0,28,1300,17,2,3,1,79,3,2,1,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
538,1,25,688,3,3,1,1,91,3,1,1,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
543,0,52,319,3,3,4,1,39,2,3,3,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
544,0,45,192,10,2,1,1,69,3,1,4,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
546,0,52,1490,4,2,4,0,30,3,4,4,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
547,0,42,532,29,2,1,0,92,3,2,3,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
548,0,30,317,2,3,3,0,43,1,2,4,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
549,0,60,422,7,3,1,0,41,3,5,1,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
550,0,46,1485,18,3,3,0,87,3,2,3,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
551,0,42,1368,28,4,4,0,88,2,2,4,4386,0,0,11,3,4,3,7,4,4,6,5,0,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
554,1,24,1448,1,1,1,0,62,3,1,2,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
555,1,34,296,6,2,4,0,33,1,1,3,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
556,0,38,1490,2,2,4,1,42,3,1,4,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
558,0,40,1398,2,4,3,0,79,3,5,3,13022,0,0,14,3,4,0,21,2,3,20,15,1,12,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
560,0,26,1349,23,3,1,0,90,3,1,4,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
562,0,30,1400,3,3,3,1,53,3,1,4,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
564,0,29,986,3,4,2,1,93,2,3,3,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
565,1,29,408,25,5,3,0,71,2,1,2,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
566,1,19,489,2,2,1,1,52,2,1,4,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
567,0,30,1398,22,4,3,0,69,3,3,1,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
568,0,57,210,29,3,1,1,56,2,4,4,22102,3,0,12,3,3,1,32,3,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
569,0,50,1099,29,4,2,1,88,2,4,3,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
571,0,30,1116,2,3,3,0,49,3,1,4,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
573,0,60,1499,28,3,3,0,80,2,3,1,2845,4,0,19,3,4,0,22,5,4,18,13,13,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
574,0,47,983,2,2,1,0,65,3,2,4,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
575,0,46,1009,2,3,1,1,51,3,4,3,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
577,0,35,144,22,3,4,1,46,1,1,3,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
578,0,54,548,8,4,3,0,42,3,2,3,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
579,0,34,1303,2,4,4,1,62,2,1,3,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
580,0,46,1125,10,3,3,0,94,2,3,4,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
581,0,31,1274,9,1,3,1,33,3,3,2,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
582,1,33,1277,15,1,2,1,56,3,3,3,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
584,1,33,587,10,1,1,1,38,1,1,4,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
585,0,30,413,7,1,4,1,57,3,1,2,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
586,0,35,1276,16,3,4,1,72,3,3,3,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
587,1,31,534,20,3,1,1,66,3,3,3,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
590,1,34,988,23,3,2,0,43,3,3,1,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
591,0,42,1474,5,2,2,1,97,3,1,3,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
592,0,36,635,10,4,2,1,32,3,3,4,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
593,1,22,1368,4,1,3,1,99,2,1,3,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
595,0,48,163,2,5,2,0,37,3,2,4,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
597,0,55,1117,18,5,1,0,83,3,4,2,9873,3,0,23,4,4,0,37,2,3,10,9,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
599,0,41,267,10,2,4,1,56,3,2,4,13430,7,0,14,3,4,0,16,3,3,14,3,1,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
600,0,35,619,1,3,2,1,85,3,2,3,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
601,0,40,302,6,3,2,0,75,3,4,3,20364,7,0,15,3,3,0,22,3,3,20,6,5,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
602,0,39,443,8,1,3,0,48,3,1,3,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
604,0,31,828,2,1,2,1,77,3,2,4,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
605,0,42,319,24,3,4,1,56,3,3,1,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
606,0,45,561,2,3,4,1,61,3,2,2,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
608,1,26,426,17,4,2,0,58,3,1,3,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
611,0,29,232,19,3,4,1,34,3,2,4,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
612,0,33,922,1,5,1,0,95,4,4,3,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
613,0,31,688,7,3,3,1,44,2,3,4,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
614,1,18,1306,5,3,2,1,69,3,1,2,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
615,0,40,1094,28,3,3,1,58,1,3,1,11373,3,0,15,3,3,1,20,2,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
616,0,41,509,2,4,1,0,62,2,2,3,2112,2,1,17,3,1,0,10,3,3,8,7,0,7,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
618,0,26,775,29,2,1,1,45,3,2,3,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
620,0,35,195,1,3,1,0,80,3,2,3,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
621,0,34,258,21,4,4,1,74,4,2,4,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
622,1,26,471,24,3,3,1,66,1,1,4,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
623,0,37,799,1,3,2,0,59,3,3,4,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
624,0,46,1034,18,1,1,0,86,3,3,3,8984,5,0,11,3,4,0,28,3,2,2,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
625,0,41,1276,2,5,2,0,91,3,4,1,5626,7,0,16,3,2,1,22,2,3,18,16,11,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
626,0,37,142,9,4,1,1,69,3,3,2,24666,1,0,13,3,4,1,9,6,3,9,5,7,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
630,0,52,956,6,2,4,1,78,3,2,1,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
631,1,32,1474,11,4,4,1,60,4,2,3,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
632,0,24,535,24,3,4,1,38,3,1,4,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
634,0,38,1495,10,3,3,0,76,3,2,3,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
635,0,37,446,1,4,2,0,65,3,2,2,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
638,0,49,1245,18,4,4,1,58,2,5,3,2125,1,1,17,3,3,1,31,5,3,31,9,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
639,0,24,691,23,3,2,1,89,4,1,4,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
641,0,26,703,28,2,1,1,66,3,2,2,7428,1,0,20,4,4,2,6,5,4,5,3,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
643,0,24,823,17,2,4,1,94,2,1,2,9100,1,0,21,4,4,1,1,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
644,0,50,1246,3,3,1,1,99,3,5,2,7999,1,0,11,3,3,1,32,2,3,32,5,10,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
645,0,25,622,13,1,2,1,40,3,1,3,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
647,1,24,1287,7,3,1,0,55,3,1,3,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
648,1,30,448,12,4,2,1,74,2,1,1,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
649,0,34,254,1,2,2,1,83,2,1,4,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
650,1,31,1365,13,4,2,1,46,3,2,1,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
652,0,35,538,25,2,1,1,54,2,2,4,14004,4,0,14,3,4,0,9,3,3,3,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
653,0,31,525,6,4,1,1,66,4,2,4,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
655,0,27,798,6,4,1,0,66,2,1,3,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
656,0,37,558,2,3,4,1,75,3,2,3,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
657,0,20,959,1,3,4,0,83,2,1,2,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
659,0,42,622,2,4,3,0,81,3,2,4,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
661,0,43,782,6,4,2,1,50,2,4,4,2671,4,1,14,3,3,1,21,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
662,0,38,362,1,1,3,0,43,3,1,1,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
663,0,43,1001,9,5,4,1,72,3,2,3,19627,3,1,13,3,2,1,10,3,3,8,7,4,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
664,0,48,1236,1,4,4,0,40,2,4,1,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
665,0,44,1112,1,4,1,0,50,2,2,3,26894,4,0,11,3,2,0,10,1,4,2,2,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
666,0,34,204,14,3,3,0,31,3,1,3,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
667,1,27,1420,2,1,3,1,85,3,1,1,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
669,0,21,1343,22,1,3,1,49,3,1,3,24444,1,0,11,3,3,0,3,2,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
671,0,44,1315,3,4,4,1,35,3,5,4,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
675,0,22,604,6,1,1,1,69,3,1,3,12145,0,0,20,4,4,0,3,3,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
677,0,33,1216,8,4,3,1,39,3,2,3,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
679,0,32,646,9,4,1,0,92,3,2,4,18089,1,1,12,3,4,1,6,2,2,6,4,0,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
680,0,30,160,3,3,3,0,71,3,1,3,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
682,0,53,238,1,1,4,0,34,3,2,1,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
683,0,34,1397,1,5,2,1,42,3,1,4,7660,1,0,12,3,4,1,10,4,2,10,9,8,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
684,1,45,306,26,4,1,0,100,3,2,1,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
686,0,26,991,6,3,3,0,71,3,1,4,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
689,0,37,482,3,3,3,1,36,3,3,3,9606,1,0,15,3,3,1,10,2,3,10,7,7,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
690,0,29,1176,3,2,2,0,62,3,2,3,3487,1,0,14,3,1,1,6,5,2,6,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
691,0,35,1017,6,4,2,1,82,1,2,4,19368,1,0,13,3,2,0,17,3,3,17,11,11,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
692,0,33,1296,6,3,3,1,30,3,2,4,5335,3,0,23,4,3,1,15,2,1,13,11,4,7,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
698,0,54,397,19,4,3,1,88,3,3,2,6729,2,0,15,3,3,1,16,1,4,9,7,7,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
699,0,36,913,9,2,2,1,48,2,2,2,13934,2,1,11,3,3,1,13,2,3,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
700,0,27,1115,3,4,1,1,54,2,1,4,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
701,1,20,1362,10,1,4,1,32,3,1,3,26999,1,1,11,3,4,0,1,5,3,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
702,1,33,1076,3,3,1,1,70,3,1,1,3164,1,1,11,3,1,0,10,3,3,10,8,9,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
704,0,35,727,3,3,3,1,41,2,1,3,16900,1,0,18,3,3,2,1,3,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
705,0,23,885,4,3,1,1,58,4,1,1,8544,2,0,16,3,1,1,5,3,4,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
707,0,25,810,8,3,4,1,57,4,2,2,15678,0,0,22,4,3,1,4,4,3,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
709,0,38,243,7,4,4,0,46,2,2,4,7791,0,0,20,4,1,0,8,2,3,7,7,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
710,0,29,806,1,4,2,1,76,1,1,4,18959,1,0,18,3,4,1,10,5,3,10,7,2,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
712,0,48,817,2,1,2,1,56,4,2,2,18597,3,0,12,3,4,0,12,3,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
714,0,27,1410,3,1,4,0,71,4,2,4,16673,1,1,20,4,2,2,6,3,3,6,5,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
715,0,37,1225,10,2,4,1,80,4,1,4,15232,3,0,17,3,1,0,4,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
716,0,50,1207,28,1,4,1,74,4,1,3,3297,1,1,11,3,3,3,20,3,3,20,8,3,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
717,0,34,1442,9,3,4,0,46,2,3,2,17654,1,0,14,3,2,0,9,3,4,8,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
720,1,24,693,3,2,1,0,65,3,2,3,24785,9,0,14,3,1,0,4,3,3,2,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
721,0,39,408,2,4,4,0,80,2,2,3,20978,1,0,11,3,1,0,20,4,3,20,7,11,10,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
